"u","c","prob_ruina","utilidad_prom"
36,1.75,0,63.9446713242567
12,2,0.016,97.1468241886953
13,2,0.012,92.0001228055417
14,2,0.012,93.4011696960802
15,2,0.012,95.1189282232054
16,2,0,96.2795586609901
17,2,0.008,98.0810889312068
18,2,0,95.3304604334229
19,2,0.004,97.0417386253989
20,2,0,94.4400614886095
21,2,0,94.0628708995153
22,2,0.004,96.904040470961
23,2,0,92.2999518141888
24,2,0.004,94.560518141536
25,2,0.008,96.6698576370056
26,2,0.004,95.7161525223353
27,2,0,96.9468723550925
28,2,0,95.1341378648657
29,2,0,97.751719407884
30,2,0,96.3446461884002
31,2,0,93.2367167791904
32,2,0,95.572244386341
33,2,0,96.8949541199761
34,2,0,95.8156254340696
35,2,0,96.3843239742997
36,2,0,95.8805877487743
12,2.25,0.016,124.691840774329
13,2.25,0.004,127.437931516169
14,2.25,0.004,122.872919052729
15,2.25,0.012,125.667446955338
16,2.25,0,123.664709951526
17,2.25,0.004,127.191260389156
18,2.25,0,128.502871195059
19,2.25,0.008,126.826973832246
20,2.25,0,127.188533081563
21,2.25,0.004,125.347696321761
22,2.25,0,128.664497224209
23,2.25,0.004,125.55015962128
24,2.25,0,128.474516471566
25,2.25,0,124.76791403895
26,2.25,0,125.922971141134
27,2.25,0,124.861346553807
28,2.25,0.004,125.999596654657
29,2.25,0,127.7240538497
30,2.25,0,126.227933723268
31,2.25,0,128.403054219786
32,2.25,0,125.652896342031
33,2.25,0,126.485068007577
34,2.25,0,127.827230079309
35,2.25,0,127.711491901525
36,2.25,0,125.464022309834
12,2.5,0.016,154.671531723755
13,2.5,0.016,154.235146653436
14,2.5,0.004,154.509725331999
15,2.5,0.012,153.022376028426
16,2.5,0.004,154.847477779265
17,2.5,0.004,154.824282882279
18,2.5,0.004,155.892724867812
19,2.5,0.004,156.38544154727
20,2.5,0,157.856130632053
21,2.5,0,155.607915975313
22,2.5,0.004,154.676269071836
23,2.5,0,158.236542977527
24,2.5,0,156.666219348128
25,2.5,0,154.780420224928
26,2.5,0,152.732507916687
27,2.5,0,153.809652375837
28,2.5,0,157.31285603644
29,2.5,0,155.761185322959
30,2.5,0,158.602059317737
31,2.5,0,157.047397493789
32,2.5,0,158.298760975619
33,2.5,0,155.92957025143
34,2.5,0,156.429419518982
35,2.5,0,154.767886693703
36,2.5,0,155.521518458472
12,2.75,0.008,184.762672901101
13,2.75,0.012,187.010265820881
14,2.75,0.008,183.426234850936
15,2.75,0.004,184.127263012203
16,2.75,0.012,183.204860570157
17,2.75,0,186.705178583275
18,2.75,0,186.208738365815
19,2.75,0,187.544779729999
20,2.75,0,187.259214195653
21,2.75,0.004,184.440244270191
22,2.75,0,185.962012099085
23,2.75,0.004,187.348042035395
24,2.75,0,186.801505805816
25,2.75,0,185.087806988775
26,2.75,0,187.180609684694
27,2.75,0,184.140935295732
28,2.75,0,188.85170990642
29,2.75,0,187.566158312392
30,2.75,0,187.800913800886
31,2.75,0,186.248845808596
32,2.75,0,187.28279084744
33,2.75,0,185.34286223619
34,2.75,0,187.385689885601
35,2.75,0,185.538807832146
36,2.75,0,185.94147435836
12,3,0.004,214.386766527766
13,3,0.012,211.050280940429
14,3,0,215.264391309473
15,3,0.004,216.780765747584
16,3,0,217.224649782577
17,3,0,216.074164561422
18,3,0.008,214.380921023693
19,3,0,214.385193969787
20,3,0,215.389588608894
21,3,0,215.270727642994
22,3,0,216.914166180265
23,3,0,217.168023091613
24,3,0,217.81892545177
25,3,0,219.946534685041
26,3,0,215.010565197154
27,3,0,216.117019189713
28,3,0,215.284541599517
29,3,0,214.389807727014
30,3,0,214.649979108943
31,3,0,214.970251226723
32,3,0,214.155587813837
33,3,0.004,212.886819096453
34,3,0,214.800938655615
35,3,0,214.35588156656
36,3,0,216.23074895987
