"u","c","prob_ruina","utilidad_prom"
17,1.5,0.008,35.8233922677345
18,1.5,0.004,38.4263760083679
19,1.5,0.008,36.2669800308555
20,1.5,0.004,36.8903874934204
21,1.5,0,37.2539142555877
22,1.5,0,37.2084540005333
23,1.5,0.004,35.9692557056062
24,1.5,0,35.7556812066931
25,1.5,0.004,34.7812313106883
26,1.5,0,36.1594901420564
27,1.5,0.004,36.209675051787
28,1.5,0,36.8076625911558
29,1.5,0,34.5451996946314
30,1.5,0.008,37.0197620958203
31,1.5,0,35.788096407609
32,1.5,0,35.3263728459131
33,1.5,0,38.3035228117349
34,1.5,0,36.4861461345316
35,1.5,0,36.8369214210969
36,1.5,0,36.5798856546092
12,1.75,0.02,67.1633653372731
13,1.75,0.024,65.7341918488598
14,1.75,0.012,67.9838431900379
15,1.75,0.008,66.0535499809205
16,1.75,0.004,67.2799600360912
17,1.75,0.008,65.164433624778
18,1.75,0.008,64.6816968588954
19,1.75,0.004,65.3678287688473
20,1.75,0.004,68.1354432123221
21,1.75,0,68.3165865782878
22,1.75,0.004,66.7518718386167
23,1.75,0,66.1853954463559
24,1.75,0,68.9929782820111
25,1.75,0,65.9864248053177
26,1.75,0,67.8834522934092
27,1.75,0,66.4303876317198
28,1.75,0,65.1591127833326
29,1.75,0,67.9073824433497
30,1.75,0,67.8541878545545
31,1.75,0,66.650347409503
32,1.75,0,65.2921219425828
33,1.75,0,68.297621818878
34,1.75,0,67.467887466875
35,1.75,0,67.8093094756984
36,1.75,0,65.2917276494032
12,2,0.016,94.5663433832097
13,2,0.012,95.429279700298
14,2,0.004,96.0854527820867
15,2,0.004,96.1872477211389
16,2,0,94.1079975648387
17,2,0,96.9155315353284
18,2,0,95.8578403915034
19,2,0,100.229612900983
20,2,0,98.5374714815081
21,2,0,96.1795194531329
22,2,0,95.6568674018732
23,2,0,98.0057975884886
24,2,0,96.407050453319
25,2,0,96.7246857872168
26,2,0,94.8475567418938
27,2,0,96.2024609983116
28,2,0,95.7784688438655
29,2,0,94.409520913662
30,2,0,96.9216716594038
31,2,0,97.9049887512427
32,2,0,96.5181165806125
33,2,0,97.9515876936429
34,2,0,96.6798168315047
35,2,0,97.4327723877375
36,2,0,96.1680170098974
12,2.25,0.02,124.455113116387
13,2.25,0.004,126.221669295175
14,2.25,0.012,125.181462836375
15,2.25,0,126.279170746597
16,2.25,0.004,125.760451531555
17,2.25,0.004,128.277983884737
18,2.25,0,128.973175270696
19,2.25,0,125.780258652
20,2.25,0,126.397866518529
21,2.25,0,127.122941050731
22,2.25,0,126.93262149156
23,2.25,0,125.860691923088
24,2.25,0,128.725346973223
25,2.25,0,125.444296882273
26,2.25,0,127.46870081898
27,2.25,0,128.758647884987
28,2.25,0,124.974805848319
29,2.25,0,126.282540695982
30,2.25,0,126.289812738454
31,2.25,0,125.711136735701
32,2.25,0,125.411393221697
33,2.25,0,127.952853536417
34,2.25,0,128.814105931169
35,2.25,0,127.059947903425
36,2.25,0,126.68810410928
12,2.5,0.004,155.174071578788
13,2.5,0.008,156.342474460949
14,2.5,0,157.358330892063
15,2.5,0,155.363250716739
16,2.5,0.008,156.541366473873
17,2.5,0,156.002983301857
18,2.5,0,156.300638784078
19,2.5,0.004,156.594494043462
20,2.5,0,156.556533016505
21,2.5,0,155.970081313038
22,2.5,0,156.695248818531
23,2.5,0,156.83831827454
24,2.5,0,155.462899903552
25,2.5,0,157.762172278125
26,2.5,0,156.265787125006
27,2.5,0,156.517672167124
28,2.5,0,156.703971654043
29,2.5,0,156.442004786814
30,2.5,0,159.062276167258
31,2.5,0,157.664775148535
32,2.5,0,158.030264021379
33,2.5,0,156.583832502267
34,2.5,0,156.001968353597
35,2.5,0,156.735098259216
36,2.5,0,155.126996665776
12,2.75,0.004,184.090238561778
13,2.75,0,187.304743710328
14,2.75,0,187.331629305997
15,2.75,0.004,188.257261438684
16,2.75,0.004,185.251549641472
17,2.75,0,187.227791502434
18,2.75,0,185.927615090002
19,2.75,0,186.786266443821
20,2.75,0,187.15112503501
21,2.75,0,186.086672420525
22,2.75,0,187.657120154818
23,2.75,0,188.254010525357
24,2.75,0,185.360291112372
25,2.75,0,187.100161534046
26,2.75,0,184.541107260547
27,2.75,0,185.780121019888
28,2.75,0,186.543378466868
29,2.75,0,186.897192838445
30,2.75,0,185.526635504989
31,2.75,0,187.13431750267
32,2.75,0,189.129799140699
33,2.75,0,188.79085254356
34,2.75,0,187.261199563162
35,2.75,0,186.66028833619
36,2.75,0,185.849030502568
12,3,0,218.473436905647
13,3,0,215.828538166465
14,3,0,217.543912704219
15,3,0.008,214.664790181325
16,3,0,215.725550507226
17,3,0,217.217173777173
18,3,0,217.76266660717
19,3,0,216.557303452749
20,3,0,216.699705120062
21,3,0,216.869584379102
22,3,0,214.610681675997
23,3,0,216.184486631899
24,3,0,219.393319302339
25,3,0,215.539884110115
26,3,0,216.280497315397
27,3,0,217.489459328633
28,3,0,217.292619475813
29,3,0,217.213477743165
30,3,0,215.842107613586
31,3,0,215.687976470563
32,3,0,213.79431114581
33,3,0,214.99447840465
34,3,0,215.585433892267
35,3,0,217.265722533739
36,3,0,218.734979431096
