"u","c","prob_ruina","utilidad_prom"
16,2,0.004,95.3217687529392
17,2,0,97.2748488824969
18,2,0.008,94.2508357681005
19,2,0,95.4206730232542
20,2,0,96.9778115967177
21,2,0,96.4362913305129
22,2,0,97.6167469942014
23,2,0,98.9143058794571
24,2,0,97.8825510982756
25,2,0,94.9192661306525
26,2,0,96.4779046551362
27,2,0,98.9196919433244
28,2,0,98.6794465908708
29,2,0,96.973561309151
30,2,0,98.1117827618954
31,2,0,98.1030136615125
32,2,0,95.0672037774648
33,2,0,98.1119452268426
34,2,0,94.7839064589629
35,2,0,96.9337827630283
36,2,0,97.0027529056077
12,2.25,0.004,125.199546959126
13,2.25,0,124.793828789284
14,2.25,0,126.67909857642
15,2.25,0,126.215983984136
16,2.25,0,125.666786529203
17,2.25,0,127.929107695186
18,2.25,0.004,126.760207815838
19,2.25,0,128.66877442033
20,2.25,0,127.001519666876
21,2.25,0,128.229976371205
22,2.25,0,124.724838511911
23,2.25,0,127.732784969843
24,2.25,0,126.170450182778
25,2.25,0,125.720048557561
26,2.25,0,126.550328059056
27,2.25,0,126.272970278564
28,2.25,0,127.397032015233
29,2.25,0,127.401053096307
30,2.25,0,124.170551481102
31,2.25,0,126.451081009535
32,2.25,0,127.361691025657
33,2.25,0,126.595768074452
34,2.25,0,127.265044514568
35,2.25,0,125.122089495632
36,2.25,0,125.235666565989
12,2.5,0.004,156.781704644983
13,2.5,0,156.07094199261
14,2.5,0.004,157.023670892364
15,2.5,0,156.81773795159
16,2.5,0,157.224541777344
17,2.5,0,155.47534177903
18,2.5,0,155.100034669598
19,2.5,0,158.643685660606
20,2.5,0,156.555325194657
21,2.5,0,159.051920719254
22,2.5,0,156.71759634201
23,2.5,0,159.724155834705
24,2.5,0,154.532366589559
25,2.5,0,157.508648564161
26,2.5,0,156.968930948545
27,2.5,0,154.487699995082
28,2.5,0,155.980193548224
29,2.5,0,155.242465977059
30,2.5,0,156.160498326884
31,2.5,0,156.459474860689
32,2.5,0,156.374722631312
33,2.5,0,156.749698696855
34,2.5,0,156.907866560962
35,2.5,0,153.149687115433
36,2.5,0,156.023557443569
12,2.75,0,187.254048494974
13,2.75,0.004,184.706477257199
14,2.75,0.004,183.944962204892
15,2.75,0,184.999609435973
16,2.75,0,186.528226438051
17,2.75,0.004,188.58988824246
18,2.75,0,188.020181735727
19,2.75,0,187.091352635935
20,2.75,0,188.485225818389
21,2.75,0,187.362068100847
22,2.75,0,188.790691125154
23,2.75,0,186.498341931344
24,2.75,0,185.246492067282
25,2.75,0,187.597543398069
26,2.75,0,187.304904664378
27,2.75,0,188.091791567508
28,2.75,0,186.464472067468
29,2.75,0,186.124724326369
30,2.75,0,186.201119519193
31,2.75,0,187.347871504454
32,2.75,0,188.167080262428
33,2.75,0,186.900429817834
34,2.75,0,185.46537419815
35,2.75,0,187.87053057314
36,2.75,0,186.670476654282
12,3,0.008,213.845666886046
13,3,0,217.230349027549
14,3,0,217.636751314045
15,3,0,216.928860745819
16,3,0,217.254741872171
17,3,0,216.971531864992
18,3,0,216.714500822611
19,3,0,217.155480941985
20,3,0,214.428553493257
21,3,0,219.004892052011
22,3,0,216.210783584268
23,3,0,215.148771461177
24,3,0,215.738177484353
25,3,0,216.523392718158
26,3,0,216.788912059896
27,3,0,216.567344408814
28,3,0,216.354396346043
29,3,0,215.505024543445
30,3,0,216.701359553136
31,3,0,216.418961109847
32,3,0,216.542440878014
33,3,0,217.555254903953
34,3,0,216.626155870343
35,3,0,215.512139516227
36,3,0,218.499013681411
