"u","c","prob_ruina","utilidad_prom"
36,1,0.016,-12.4645082126547
12,1.25,0.128,2.82745667135967
13,1.25,0.164,1.53721635221511
14,1.25,0.128,2.13471399094064
15,1.25,0.132,0.459481034064082
16,1.25,0.112,1.29024680087689
17,1.25,0.064,3.46702748562099
18,1.25,0.076,3.11609572656966
19,1.25,0.068,2.82250275321713
20,1.25,0.056,3.12895254317822
21,1.25,0.036,3.4259479097191
22,1.25,0.028,3.30090242659054
23,1.25,0.024,2.03595258819551
24,1.25,0.052,2.05117545158749
25,1.25,0.016,4.15071428986176
26,1.25,0.016,2.11844646180479
27,1.25,0.024,2.1105949408906
28,1.25,0.02,3.33022676520004
29,1.25,0.02,1.30896137540108
30,1.25,0.004,2.87130033699214
31,1.25,0.004,3.30386924433003
32,1.25,0.008,2.16561794313656
33,1.25,0,3.47561702972243
34,1.25,0.004,5.35811687289074
35,1.25,0,2.26983100488123
36,1.25,0.004,1.83868727609838
12,1.5,0.068,17.3485765048764
13,1.5,0.068,18.2598406797171
14,1.5,0.036,19.0947800003606
15,1.5,0.044,17.9142872042072
16,1.5,0.036,18.0046754198767
17,1.5,0.024,17.2051499868847
18,1.5,0.036,18.0319051933349
19,1.5,0.032,16.3616900221393
20,1.5,0.024,18.6704675028117
21,1.5,0.012,16.5199626623517
22,1.5,0.012,18.0146158969484
23,1.5,0.02,17.2943279251501
24,1.5,0.004,18.7877053300888
25,1.5,0.004,18.4684289053
26,1.5,0.012,16.8959484662812
27,1.5,0.012,17.2115020954629
28,1.5,0.004,17.6176532829785
29,1.5,0.008,17.6932400704182
30,1.5,0.004,15.8467853287565
31,1.5,0.008,17.406508237119
32,1.5,0.004,18.0951799108248
33,1.5,0.004,17.482956554211
34,1.5,0,17.7500653696349
35,1.5,0.004,16.9845298284046
36,1.5,0,18.3851838427466
12,1.75,0.076,31.0376895096064
13,1.75,0.04,32.3306598810529
14,1.75,0.028,33.0645408163613
15,1.75,0.032,32.3351138434966
16,1.75,0.024,30.8827651426737
17,1.75,0.004,34.9353588526313
18,1.75,0.016,33.8698078801227
19,1.75,0.004,33.034214959332
20,1.75,0.004,33.8335418999537
21,1.75,0.004,31.6157604380882
22,1.75,0.012,32.2388261122383
23,1.75,0.004,32.7238399424442
24,1.75,0.008,32.6835120528472
25,1.75,0.004,32.4243037889072
26,1.75,0.004,33.9918645824824
27,1.75,0.008,32.0611725619331
28,1.75,0,34.3114023768653
29,1.75,0.004,31.9563611225361
30,1.75,0,32.6111643180705
31,1.75,0,33.8310873259319
32,1.75,0,33.8691875214132
33,1.75,0,33.3944554372553
34,1.75,0,34.0361437754836
35,1.75,0,31.4562652373116
36,1.75,0,31.2249799395864
12,2,0.024,48.1976032572359
13,2,0.032,46.9792403818157
14,2,0.016,46.3778179572668
15,2,0.016,46.6792881687432
16,2,0.016,47.5821068500238
17,2,0.008,48.0492042959804
18,2,0.016,45.8724694812249
19,2,0.004,47.3290282147478
20,2,0,48.4173513260754
21,2,0,48.8197824890644
22,2,0,46.9423928408363
23,2,0,49.1283004789617
24,2,0,48.1886458066201
25,2,0.008,47.5421056314392
26,2,0.004,48.9502466230702
27,2,0,49.0252796153739
28,2,0.008,47.1530170162112
29,2,0.004,47.0160415972561
30,2,0,48.6424205825305
31,2,0,47.0227205070215
32,2,0.004,48.5017240966132
33,2,0,48.944469962286
34,2,0,47.8612852558826
35,2,0,47.7475606307074
36,2,0,49.7642520429381
12,2.25,0.016,62.4635701495207
13,2.25,0.02,61.9026098451814
14,2.25,0.004,64.4240360933259
15,2.25,0.008,63.1520198605822
16,2.25,0,64.2303942422971
17,2.25,0.004,62.9319929367692
18,2.25,0,64.3160741419612
19,2.25,0.008,62.2801047201976
20,2.25,0.008,63.0461987593482
21,2.25,0.004,61.9674519964621
22,2.25,0,62.5940858392964
23,2.25,0.004,63.9874052905636
24,2.25,0,62.7456637264279
25,2.25,0,61.106845699643
26,2.25,0,63.1937747229968
27,2.25,0,61.5571215516563
28,2.25,0,63.9600270532493
29,2.25,0,62.4123286448395
30,2.25,0,65.1672549863504
31,2.25,0,60.6433300864455
32,2.25,0,62.7596100369952
33,2.25,0,62.9495417010854
34,2.25,0,60.1753407651956
35,2.25,0,63.5877130865358
36,2.25,0,64.0155852645571
12,2.5,0.008,77.2339299952372
13,2.5,0.016,76.5098308491373
14,2.5,0.004,76.4889958530422
15,2.5,0,76.4609950586817
16,2.5,0,77.1340660117906
17,2.5,0.012,75.8182340449012
18,2.5,0,77.8755528792343
19,2.5,0.004,76.4423811328185
20,2.5,0.004,78.3595361789198
21,2.5,0.004,78.3255062662459
22,2.5,0,78.0674340391716
23,2.5,0,77.8283647368518
24,2.5,0.004,77.0749136641829
25,2.5,0,79.6444407615227
26,2.5,0,77.5206666172536
27,2.5,0,76.4622037538329
28,2.5,0.004,77.494459733435
29,2.5,0,76.4097539511688
30,2.5,0,79.1835972126647
31,2.5,0,77.3065370001582
32,2.5,0,77.4189187750347
33,2.5,0,79.5230311790221
34,2.5,0,78.7681267303859
35,2.5,0,78.5336044721652
36,2.5,0,78.3981571736356
12,2.75,0.008,91.8572508383969
13,2.75,0.016,90.1495344785622
14,2.75,0.004,91.540045567591
15,2.75,0,94.0609724847021
16,2.75,0.004,90.5717690848234
17,2.75,0.008,91.9296049830053
18,2.75,0.008,92.6427435874362
19,2.75,0.008,91.5162413358397
20,2.75,0,93.7707034824085
21,2.75,0,93.899076477169
22,2.75,0.004,92.7214537296923
23,2.75,0,90.4405436407079
24,2.75,0.004,92.2678102610877
25,2.75,0,92.9390171977801
26,2.75,0,92.4845782875398
27,2.75,0,95.7655476140896
28,2.75,0,92.8981102139242
29,2.75,0,94.7883763468676
30,2.75,0,95.835228201855
31,2.75,0,93.2194261617398
32,2.75,0,93.3799933172638
33,2.75,0,90.8196280499517
34,2.75,0,93.1713550524205
35,2.75,0,92.8910851202205
36,2.75,0,94.1340384186051
12,3,0.004,106.708224205911
13,3,0.012,106.851787196969
14,3,0,107.243488964466
15,3,0.004,107.972856152415
16,3,0,108.739145525096
17,3,0.008,107.304048643785
18,3,0,108.705613182807
19,3,0,107.812953163354
20,3,0,107.730457553781
21,3,0,108.240095906976
22,3,0,109.694859438436
23,3,0.004,107.633812683905
24,3,0,106.443164288678
25,3,0,108.801856841414
26,3,0,108.093317928398
27,3,0,108.140292478609
28,3,0,107.97534331185
29,3,0,107.756147403366
30,3,0,109.113691317622
31,3,0,108.549477826842
32,3,0,108.763306871665
33,3,0,109.233603254077
34,3,0,108.416913661271
35,3,0,107.197819524966
36,3,0,109.386701167902
